scientificName,scientificNameAuthorship,subtaxonAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,superfamily,family,subfamily,tribe,genus,specificEpithet,hybrid,subspecies,variety,establishmentMeans,provincialStatus,nationalStatus,firstReported,firstReportedBy,firstReportedSource,firstReportedCollectionNumber,firstReportedGBIF,lastReported,lastReportedBy,lastReportedSource,lastReportedCollectionNumber,lastReportedGBIF,recordCount,reportingStatus,iNatObservationStatus,notes,ID,statsCode,iNaturalistTaxonId,iNaturalistTaxonName,nameStatus
Dysphania botrys,(L.) Mosyakin & Clemants,,Jerusalem-oak,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Amaranthaceae,Chenopodioideae,Dysphanieae,Dysphania,Dysphania botrys,,,,exotic,SNA (2019),,2022-09-23,jessica_phaye,iNaturalist,136179469,,2022-09-23,jessica_phaye,iNaturalist,136179469,,1,new 2022,observed,,76748,VAS,76748,Dysphania botrys,accepted
Echinochloa crus-galli,(L.) P. Beauv.,,barnyardgrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Panicoideae,Paniceae,Echinochloa,Echinochloa crus-galli,,,,exotic,SNA (2019),,2019-08-19,Gwen L'Hirondelle,iNaturalist,31242954,,2022-09-01,pheavyside,iNaturalist,137570038,,3,new 2019,observed,,60283,VAS,60283,Echinochloa crus-galli,accepted
Echium vulgare,L.,,common viper's bugloss,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,Boraginaceae,Boraginoideae,Lithospermeae,Echium,Echium vulgare,,,,exotic,SNA (2001),,2013-06-13,hillanddale,iNaturalist,9526017,,2023-08-15,saltwaterwoman,iNaturalist,179032781,,25,confirmed,observed,,56174,VAS,56174,Echium vulgare,accepted
Elaeagnus umbellata,Thunb.,,autumn-olive,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Elaeagnaceae,,,Elaeagnus,Elaeagnus umbellata,,,,exotic,SNA (2019),,2021-05-19,madfils13,iNaturalist,79424710,,2021-05-19,madfils13,iNaturalist,79424710,,1,new 2021,observed,,64697,VAS,64697,Elaeagnus umbellata,accepted
Eleocharis mamillata ssp. mamillata,(H.Lindb.) H.Lindb.,,nipple spike-rush ,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Eleocharideae,Eleocharis,Eleocharis mamillata,,Eleocharis mamillata mamillata,,native,S5 (2019),,2016-09-13,"Frank Lomer, Su-hui Lomer",UBC,V251379,,2016-09-13,"Frank Lomer, Su-hui Lomer",UBC,V251379,,1,new 2016,unobserved,,235769,VAS,235769,Eleocharis mamillata mamillata,accepted
Eleocharis obtusa,(Willd.) Schult.,,blunt spikerush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Eleocharideae,Eleocharis,Eleocharis obtusa,,,,native,S5 (2019),,2019-08-21,Ben Keen,iNaturalist,31272142,,2023-09-24,Finn McGhee,iNaturalist,186597026,,2,new 2019,observed,iNat: needs i.d.,76779,VAS,76779,Eleocharis obtusa,accepted
Eleocharis palustris,(L.) Roem. & Schult.,,common spike-rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Eleocharideae,Eleocharis,Eleocharis palustris,,,,native,S5 (2015),,1980-01-01,L. Jones,RBCM,V199574,,2024-08-16,Harry Hill,iNaturalist,236164067,,25,confirmed,observed,,76782,VAS,76782,Eleocharis palustris,accepted
Eleocharis parvula,"(Roem. & Schult.) Link ex Bluff, Nees & Schauer",,small spike-rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Eleocharideae,Eleocharis,Eleocharis parvula,,,,native,S4 (2019),,2018-07-14,judith holm,iNaturalist,14398148,,2024-09-01,judith holm,iNaturalist,239409603,,5,new 2018,observed,,76783,VAS,76783,Eleocharis parvula,accepted
Eleocharis uniglumis,(Link) Schult.,,creeping spike-rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Eleocharideae,Eleocharis,Eleocharis uniglumis,,,,native,S4S5 (2019),,2018-07-14,Frank Lomer,UBC,V252988,,2018-07-14,Frank Lomer,UBC,V252988,,1,new 2018,unobserved,,162264,VAS,162264,Eleocharis uniglumis,accepted
Elliottia pyroliflora,(Bong.) S.W. Brim & P.F. Stevens,,copperbush,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Ericoideae,Phyllodoceae,Elliottia,Elliottia pyroliflora,,,,native,S5 (2015),,1965-07-09,Jake P. Luitjens,UBC,V16655,,2024-09-24,Moi CA,iNaturalist,243896012,,377,confirmed,observed,,126553,VAS,126553,Elliottia pyroliflora,accepted
Elymus elymoides ssp. californicus,(Raf.) Swezey,(J.G.Sm.) Barkworth,California squirrel-tail,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Triticeae,Elymus,Elymus elymoides,,Elymus elymoides californicus,,native,S4 (2001),,1966-08-16,B. Fraser,UBC,V241359,,2022-08-06,Nina Hewitt,iNaturalist,130043315,,4,confirmed,observed,,80698,VAS,80698,Elymus elymoides californicus,accepted
Elymus glaucus,Buckley,,blue wild rye,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Triticeae,Elymus,Elymus glaucus,,,,native,S5 (2000),,1916-06-16,John Macoun,RBCM,V000540,,2024-09-28,Evan Hersh,iNaturalist,244569887,,22,confirmed,observed,UBC:  W Vancouver Marine Dr opposite Thunderbird Marina parking,52791,VAS,52791,Elymus glaucus,accepted
Elymus hirsutus,J. Presl,,boreal wild rye,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Triticeae,Elymus,Elymus hirsutus,,,,native,S5 (2015),,1964-09-19,Vladimir J. Krajina,CPNWH,2492747,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:198,,4,reported,unobserved,UBC:  Cypress Bowl Howe Sound Crest Trail,162281,VAS,162281,Elymus hirsutus,accepted
Elymus repens,(L.) Gould,,quackgrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Triticeae,Elymus,Elymus repens,,,,exotic,SNA (2019),,2004-08-12,Nick Page,Effects of Fish Habitat Restoration Activities on Plant Communities in the Squamish River Estuary: Summary Report,NPAGE2004:31,,2024-06-28,judith holm,iNaturalist,226610454,,8,confirmed,observed,,60284,VAS,60284,Elymus repens,accepted
Elymus trachycaulus ssp. trachycaulus,(Link) Gould ex Shinners,,slender wheatgrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Triticeae,Elymus,Elymus trachycaulus,,Elymus trachycaulus trachycaulus,,native,S5 (2020),,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:199,,2023-12-28,arial,iNaturalist,195114554,,2,new 2020,observed,,636557,VAS,636557,Elymus trachycaulus trachycaulus,accepted
Elymus violaceus,Hornem.,,Alaska wildrye,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Triticeae,Elymus,Elymus violaceus,,,,native,S5 (2020),,1917-08-10,John Davidson,UBC,V17430,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:200,,6,reported,unobserved,Reported as: Elymus alaskanus ssp. latiglumis,555525,VAS,555525,Elymus violaceus,accepted
Empetrum nigrum,L.,,black crowberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Ericoideae,Empetreae,Empetrum,Empetrum nigrum,,,,native,S5 (2015),,1942-07-23,Vernon C. Brink,UBC,V55461,,2024-05-30,Erik Jackson,iNaturalist,219677492,,17,confirmed,observed,,76812,VAS,76812,Empetrum nigrum,accepted
Epilobium anagallidifolium,Lam.,,pimpernel willowherb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,Epilobium anagallidifolium,,,,native,S5 (2015),,1995-07-16,"Straley, Gerald",USCH,,,2024-09-10,Radu Scurtescu,iNaturalist,241113823,,25,confirmed,observed,,76826,VAS,76826,Epilobium anagallidifolium,accepted
Epilobium brachycarpum,C. Presl,,panicled willowherb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,Epilobium brachycarpum,,,,native,S5 (2019),,2019-09-06,Ben Keen,iNaturalist,32251436,,2024-07-04,Andrew Simon,iNaturalist,227570768,,4,new 2019,observed,,52971,VAS,52971,Epilobium brachycarpum,accepted
Epilobium ciliatum,Raf.,,fringed willowherb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,Epilobium ciliatum,,,,native,S5 (2000),,1995-09-03,"Straley, Gerald",USCH,,,2024-10-06,Ben Keen,iNaturalist,246043255,,83,confirmed,observed,,53050,VAS,53050,Epilobium ciliatum,accepted
Epilobium clavatum,Trelease,,club-fruited willowherb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,Epilobium clavatum,,,,native,S5 (2019),,1914-08-01,F. Perry,UBC,V26238,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:205,,2,reported,unobserved,,76828,VAS,76828,Epilobium clavatum,accepted
Epilobium hornemannii,Rchb.,,hornemann's willowherb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,Epilobium hornemannii,,,,native,S4 (2001),,1912-08-15,John Davidson,UBC,V45491,,2023-06-12,Gretchen McKnight,iNaturalist,167154904,,7,confirmed,observed,,76832,VAS,76832,Epilobium hornemannii,accepted
Epilobium lactiflorum,Hausskn.,,white-flowered willowherb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,Epilobium lactiflorum,,,,native,S5,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:208,,2023-07-31,inatter,iNaturalist,190563844,,3,new 2020,observed,,76834,VAS,76834,Epilobium lactiflorum,accepted
Epilobium leptocarpum,Hausskn.,,small-fruited willowherb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,Epilobium leptocarpum,,,,native,S4S5,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:209,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:209,,1,new 2020,unobserved,"? E-Flora describes this sp as rare throughout BC, with montane to alpine habitat",162362,VAS,162362,Epilobium leptocarpum,accepted
Epilobium luteum,Pursh,,yellow willowherb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,Epilobium luteum,,,,native,S5 (2015),,1913-07-27,W. Taylor,UBC,V26302,,2024-08-27,stem57,iNaturalist,239915877,,19,confirmed,observed,,76836,VAS,76836,Epilobium luteum,accepted
Epilobium minutum,Lindl. ex Lehm.,,little willowherb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,Epilobium minutum,,,,native,S5 (2015),,1897-06-05,Albert J. Hill,UBC,V26320,,2024-09-01,judith holm,iNaturalist,239324477,,8,confirmed,observed,UBC:  Bowen Island,57150,VAS,57150,Epilobium minutum,accepted
Epilobium obscurum,Schreb.,,short-fruited willowherb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Epilobium,Epilobium obscurum,,,,exotic,SNA (2007),,1995-07-01,Frank Lomer,RBCM,V206638,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:212,,3,reported,unobserved,UBC:  West Vancouver Whytecliff Park,162366,VAS,162366,Epilobium obscurum,accepted
Epipactis helleborine,(L.) Crantz,,broad-leafed helleborine,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Orchidaceae,Epidendroideae,Neottieae,Epipactis,Epipactis helleborine,,,,exotic,SNA (2019),,2019-07-12,Andy Jackson,iNaturalist,28818497,,2024-08-21,Yann Kemper,iNaturalist,237908968,,35,new 2019,observed,,50717,VAS,50717,Epipactis helleborine,accepted
Equisetum arvense,L.,,field horsetail,Plantae,Tracheophyta,,,Polypodiopsida,Equisetidae,,Equisetales,,,Equisetaceae,,,Equisetum,Equisetum arvense,,,,native,S5 (2015),,1956-08-09,Vernon C. Brink,UBC,V56007,,2024-09-15,Guerric Haché,iNaturalist,242085775,,111,confirmed,observed,,52724,VAS,52724,Equisetum arvense,accepted
Equisetum fluviatile,L.,,water horsetail,Plantae,Tracheophyta,,,Polypodiopsida,Equisetidae,,Equisetales,,,Equisetaceae,,,Equisetum,Equisetum fluviatile,,,,native,S5 (2019),,1960-06-09,L. Orloci,UBC,V90665,,2024-07-13,Gregory Corper,iNaturalist,229067905,,22,confirmed,observed,,47745,VAS,47745,Equisetum fluviatile,accepted
Equisetum hyemale ssp. affine,L.,(Engelm.) Calder & Roy L.Taylor,rough horsetail,Plantae,Tracheophyta,,,Polypodiopsida,Equisetidae,,Equisetales,,,Equisetaceae,,,Equisetum,Equisetum hyemale,,Equisetum hyemale affine,,native,S5 (2019),,1960-05-24,L. Orloci,UBC,V89162,,2024-07-31,Andrew Simon,iNaturalist,233214133,,70,confirmed,observed,,52673,VAS,53910,Equisetum hyemale affine,accepted
Equisetum telmateia ssp. braunii,Ehrh.,(Milde ) Hauke,giant horsetail,Plantae,Tracheophyta,,,Polypodiopsida,Equisetidae,,Equisetales,,,Equisetaceae,,,Equisetum,Equisetum telmateia,,Equisetum telmateia braunii,,native,S5 (2015),,1960-06-01,L. Orloci,UBC,V90680,,2024-09-15,Guerric Haché,iNaturalist,242089486,,154,confirmed,observed,LGL record to species; only this one subsp. recognized in BC,57032,VAS,57032,Equisetum telmateia braunii,accepted
Equisetum variegatum,Schleich. ex Weber & Mohr,,variegated horsetail,Plantae,Tracheophyta,,,Polypodiopsida,Equisetidae,,Equisetales,,,Equisetaceae,,,Equisetum,Equisetum variegatum,,,,native,S5 (2020),,1916-07-25,F. Perry,UBC,V3702,,2022-09-24,Nicola Rammell,iNaturalist,149165131,,12,confirmed,observed,,118784,VAS,118784,Equisetum variegatum,accepted
Erigeron acris,L.,,bitter fleabane,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Erigeron,Erigeron acris,,,,native,S5 (2019),,1975-08-04,Vladimir J. Krajina,UBC,V14781,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:218,,2,reported,unobserved,,143666,VAS,143666,Erigeron acris,accepted
Erigeron annuus,(L.) Desf,,annual daisy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Erigeron,Erigeron annuus,,,,exotic,SNA (2019),,1976-07-15,Murray Clark,UBC,V159780,,2020-07-04,Gwen L'Hirondelle,iNaturalist,52223817,,2,confirmed,observed,,76897,VAS,76897,Erigeron annuus,accepted
Erigeron aureus,Greene,,alpine yellow fleabane,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Erigeron,Erigeron aureus,,,,native,S5 (2019),,2021-07-09,jfclarke,iNaturalist,89569988,,2021-07-09,jfclarke,iNaturalist,89569988,,2,new 2021,observed,,143667,VAS,143667,Erigeron aureus,accepted
Erigeron canadensis,L.,,horseweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Erigeron,Erigeron canadensis,,,,native,S5 (2019),,1915-08-01,F. Perry,UBC,V192221,,2024-09-01,judith holm,iNaturalist,239306887,,26,confirmed,observed,Reported as: Conyza canadensis,76907,VAS,76907,Erigeron canadensis,accepted
Erigeron compositus,Pursh,,cut-leaved daisy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Erigeron,Erigeron compositus,,,,native,S5 (2019),,1912-08-11,John Davidson,UBC,V10315,,2024-08-28,stem57,iNaturalist,240340247,,13,confirmed,observed,,76912,VAS,76912,Erigeron compositus,accepted
Erigeron glabellus var. pubescens,Nutt.,Hook.,smooth daisy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Erigeron,Erigeron glabellus,,,Erigeron glabellus pubescens,native,S5 (2019),,1956-08-01,Vernon C. Brink,UBC,V55448,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:221,,2,reported,unobserved,,240548,VAS,240548,Erigeron glabellus pubescens,accepted
Erigeron glacialis,(Nutt.) A.Nelson,,subalpine fleabane,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Erigeron,Erigeron glacialis,,,,native,S5 (2015),,1951-07-27,W. Cottle,UBC,V27400,,2024-08-04,Joan Septembre,iNaturalist,234027954,,82,confirmed,observed,iNat: needs i.d.,76920,VAS,76920,Erigeron glacialis,accepted
Erigeron nivalis,Nutt.,,snow daisy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Erigeron, Erigeron nivalis,,,,native,S5 (2019),,1917-08-12,John Davidson,UBC,V45821,,2023-08-01,teagan_maclachlan,iNaturalist,178285898,,10,confirmed,observed,,76932,VAS,76932,Erigeron nivalis,accepted
Erigeron peregrinus,(Banks ex Pursh) Greene,,wandering daisy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Erigeron,Erigeron peregrinus,,,,native,S5 (2015),,1995-07-16,"Straley, Gerald",USCH,,,2024-09-19,Terry M,iNaturalist,242905924,,30,confirmed,observed,,133922,VAS,133922,Erigeron peregrinus,accepted
Eriocoma hymenoides,(Roem. & Schult.) Rydb.,,sand ricegrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Stipeae,Eriocoma,Eriocoma hymenoides,,,,native,S5 (2019),,1947-06-24,Vernon C. Brink,UBC,V120307,,1947-06-24,Vernon C. Brink,UBC,V120307,,1,reported,unobserved,,1220378,VAS,1220378,Eriocoma hymenoides,accepted
Eriophorum angustifolium,Honck.,,common cotton-grass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Scirpeae,Eriophorum,Eriophorum angustifolium,,,,native,S5 (2015),,1956-08-01,Vernon C. Brink,UBC,V55938,,2024-09-21,Harry Hill,iNaturalist,243240038,,36,confirmed,observed,,127215,VAS,127215,Eriophorum angustifolium,accepted
Eriophorum chamissonis,C.A.Mey.,,Chamisso's cotton-grass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Scirpeae,Eriophorum,Eriophorum chamissonis,,,,native,S5 (2020),,2016-07-10,Riley Pollom,iNaturalist,3655373,,2023-06-21,Stephen Hui,iNaturalist,170926611,,8,new 2016,observed,,162678,VAS,162678,Eriophorum chamissonis,accepted
Eriophyllum lanatum,(Pursh) Forbes,,common woolly sunflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,Eriophyllum,Eriophyllum lanatum,,,,native,S5 (2015),,1976-07-01,Murray Clark,UBC,V159787,,2024-06-12,ldagincourt,iNaturalist,222324070,,56,confirmed,observed,,77049,VAS,77049,Eriophyllum lanatum,accepted
Erodium cicutarium,(L.) L'Hér. ex Aiton,,common stork's-bill,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,Geraniaceae,,,Erodium,Erodium cicutarium,,,,exotic,SNA (2000),,2018-08-18,citizen1,iNaturalist,15735864,,2024-06-19,KDyke,iNaturalist,223881318,,24,new 2018,observed,,47687,VAS,47687,Erodium cicutarium,accepted
Erythranthe alsinoides,(Benth.) G.L. Nesom & N.S. Fraga,,wingstem monkeyflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Phrymaceae,,,Erythranthe,Erythranthe alsinoides,,,,native,S4? (2015),,2008-05-11,Denis H Knopp,iNaturalist,124655861,,2024-06-16,Gavin Petersen,iNaturalist,223164402,,125,confirmed,observed,,771843,VAS,771843,Erythranthe alsinoides,accepted
Erythranthe caespitosa,(Greene) G.L. Nesom,,large mountain monkey-flower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Phrymaceae,,,Erythranthe,Erythranthe caespitosa,,,,native,S5 (2019),,1913-07-01,W. Taylor,UBC,V138896,,2024-09-08,owenballance,iNaturalist,240840838,,33,confirmed,observed,"iNat also recognizes E. tilingii, but that it doesn't grow in BC or WA. see discussion in observation: https://www.inaturalist.org/observations/31947178",474721,VAS,474721,Erythranthe caespitosa,accepted
Erythranthe guttata,(DC.) G.L. Nesom,,seep monkeyflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Phrymaceae,,,Erythranthe,Erythranthe guttata,,,,native,S5 (2015),,1911-06-22,John Davidson,UBC,V80374,,2024-06-05,kristinop,iNaturalist,220819475,,75,confirmed,observed,,470643,VAS,470643,Erythranthe guttata,accepted
Erythranthe lewisii,(Pursh) G.L. Nesom & N.S. Fraga,,lewis' monkeyflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Phrymaceae,,,Erythranthe,Erythranthe lewisii,,,,native,S5 (2015),,1913-08-08,W.R. Thorburn,UBC,V47103,,2024-09-15,Angelina Kellas,iNaturalist,242616678,,167,confirmed,observed,,777190,VAS,777190,Erythranthe lewisii,accepted
Erythranthe microphylla,(Benth.) G.L. Nesom,,small-leaf monkeyflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Phrymaceae,,,Erythranthe,Erythranthe microphylla,,,,native,S4 (2015),,1990-05-22,Bev Benedict,UBC,V207911a,,2024-05-22,athall,iNaturalist,217612200,,7,confirmed,observed,UBC:  Horseshoe Bay East side #99,453717,VAS,453717,Erythranthe microphylla,accepted
Erythranthe moschata,(Douglas ex Lindl.) G.L.Nesom,,musk-flower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Phrymaceae,,,Erythranthe,Erythranthe moschata,,,,native,S5 (2019),,2024-07-17,Joanna Gower,iNaturalist,230021112,,2024-07-17,Joanna Gower,iNaturalist,230021112,,1,new 2024,observed,,453644,VAS,453644,Erythranthe moschata,accepted
Erythranthe nasuta,(Greene) G.L. Nesom,,little-yellow monkeyflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Phrymaceae,,,Erythranthe,Erythranthe nasuta,,,,native,S4S5 (2019),,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:230,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:230,,1,new 2020,unobserved,,545973,VAS,545973,Erythranthe nasuta,accepted
Erythranthe ptilota,G. L. Nesom,,musk-flower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Phrymaceae,,,Erythranthe,Erythranthe ptilota,,,,native,S4 (2019),,2024-07-03,Gavin Petersen,iNaturalist,226951324,,2024-10-06,Ben Keen,iNaturalist,246048940,,3,new 2024,observed,,771908,VAS,771908,Erythranthe ptilota,accepted
Erythronium grandiflorum,Pursh,,yellow glacier lily,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,Liliaceae,Lilioideae,Lilieae,Erythronium,Erythronium grandiflorum,,,,native,S5 (2019),,1956-08-01,Vernon C. Brink,UBC,V55404,,2024-07-10,teagan_maclachlan,iNaturalist,230493181,,18,confirmed,observed,,60496,VAS,60496,Erythronium grandiflorum,accepted
