"","review_status","TO_REVIEW","taxonName","is_doubtful","is_persisting_or_waif","is_planted","critical_comments","reviewed_by","OriginalSaanichComment","HJ_comment","FPNW_comment","RevisedComment","HJ_AdditionsDeletionsTo_OriginalSaanichComment","linkName","confidence","has_voucher","n_total","n_research_grade","n_preserved_specimen","n_human_observation","n_unspecified","per_needs_id","regionally_confirmed","introduction_status","first_record_date","first_record_observer","first_record_source","first_record_ID","first_record_location","last_record_date","last_record_observer","last_record_source","last_record_ID","last_record_location","found_in_cat","found_in_cat_research_grade","commonName","family","taxonRank","linkTaxonID","annotation_status","CategoricalAbundanceProposed2026","Trend1970to2026"
"1370","complete","no","Vaccinium caespitosum","no","no","no","Note: ""... not collected since 1948; most likely an extinct species in the area. p. 79 FSP = Flora of the Saanich Peninsula A.F. Szczawinski + A.S. Harrison TL. Recent iNaturalist records look promising for being extant, don't know if history of planting [RAM]","TL, Automatic (EM)","Wet meadows and swampy areas; rare; in the past collected in Oak Bay by J. R. Anderson in 1896, Beacon Hill Park by J. Macoun in 1913, and Royal Oak by C. F. Newcombe in 1924, not collected since 1948; most likely an extinct species in the area.","Wet meadows and swampy areas; rare; in the past collected in Oak Bay by J. R. Anderson in 1896, Beacon Hill Park by J.M. Macoun in 1913, and Royal Oak by C. F. Newcombe in 1924, Usually montain in our area. TCB Holland Point: S of Dallas Road and approximately opposite Beckley Manor 1992. A&OC Florence Lake, Langford 1987.",NA,"Wet meadows and swampy areas; rare; in the past collected in Oak Bay by J. R. Anderson in 1896, Beacon Hill Park by J. Macoun in 1913, and Royal Oak by C. F. Newcombe in 1924,  Usually montain in our area. TCB Holland Point: S of Dallas Road and approximately opposite Beckley Manor 1992. A&OC Florence Lake, Langford 1987.","Usually montain in our area. TCB Holland Point: S of Dallas Road and approximately opposite Beckley Manor 1992. A&OC Florence Lake, Langford 1987. [SZCZAWINSKI TEXT DELETED BY HJ: not collected since 1948; most likely an extinct species in the area.]","Vaccinium cespitosum","high","yes",12,9,0,0,0,25,"yes","native","1912-05-19","J.K. Henry","UBC","V182495","Victoria, Beacon Hill","2024-08-01","Parks Canada @ Fort Rodd Hill","iNaturalist","https://www.inaturalist.org/observations/233126274","48.410958, -123.376412","yes","yes","Dwarf Bilberry","Ericaceae","species","79470","complete",NA,NA
"1371","complete","no","Vaccinium parvifolium","no","no","no",NA,"TL, Automatic (EM)","On raw humus and decaying wood in coniferous forests along the Coast; common throughout.","On raw humus and decaying wood in coniferous forests along the Coast; common throughout.",NA,"On raw humus and decaying wood in coniferous forests along the Coast; common throughout.",NA,"Vaccinium parvifolium","high","yes",1045,955,0,0,0,8.61,"yes","native","1950-05-18","V.J. Krajina","UBC","V46795","Mt. Douglas, near Victoria","2025-04-27","Isela Vivanco","iNaturalist","https://www.inaturalist.org/observations/274927519","48.432054, -123.481803","yes","yes","Red Huckleberry","Ericaceae","species","48354","complete",NA,NA
"1372","complete","no","Valeriana sitchensis","no","no","no",NA,"TL, Automatic (EM)","Rare; limited to Goldstream, where it was collected by J. R. Anderson in 1901; not recollected since then in the area.","Rare; Goldstream, where it was collected by J. R. Anderson in 1901; RTO & AC? D'Arcy Island 1980.",NA,"Rare; Goldstream, where it was collected by J. R. Anderson in 1901; RTO & AC? D'Arcy Island 1980.","RTO & AC? D'Arcy Island 1980. [SZCZAWINSKI TEXT DELETED BY HJ: not recollected since then in the area.]","Valeriana sitchensis","high","yes",11,6,0,0,0,45.45,"yes","native","1980-08-17","unknown","RBCM","V159181","D'Arcy Island","2024-04-26","Erin Miller","iNaturalist","https://www.inaturalist.org/observations/209935392","48.554921, -123.505882","yes","yes","Sitka Valerian","Caprifoliaceae","species","79477","complete",NA,NA
"1373","complete","no","Verbascum thapsus","no","no","no",NA,"TL, Automatic (EM)","Native of Europe; roadsides and waste places; sporadic in Royal Oak, Saanichton, and Sidney.","Native of Europe; roadsides and waste places; sporadic in Royal Oak, Saanichton, and Sidney.",NA,"Native of Europe; roadsides and waste places; sporadic in Royal Oak, Saanichton, and Sidney.",NA,"Verbascum thapsus","high","yes",180,162,0,0,0,10,"yes","exotic","1983-07-01","B. Powell","RBCM","V166604","North Saanich: 11260 Piers Road, Land's End ","2025-04-26","kaityfry","iNaturalist","https://www.inaturalist.org/observations/274257300","48.548695, -123.434028","yes","yes","Great Mullein","Scrophulariaceae","species","59029","complete",NA,NA
"1374","complete","no","Veronica arvensis","no","no","no",NA,"TL, Automatic (EM)","Native of Eurasia; an aggressive weed in fields and gardens.","Native of Eurasia; an aggressive weed in fields and gardens.",NA,"Native of Eurasia; an aggressive weed in fields and gardens.",NA,"Veronica arvensis","high","yes",166,116,0,0,0,30.12,"yes","exotic","1912-05-01","J. Davidson","UBC","V080705","Victoria, Beacon Hill Park","2025-04-25","Brian Starzomski","iNaturalist","https://www.inaturalist.org/observations/276612657","48.523434, -123.521774","yes","yes","Corn Speedwell","Plantaginaceae","species","55748","complete",NA,NA
"1375","complete","no","Veronica beccabunga var. americana","no","no","no","not in FPNW but in BC Flora","TL, AS, Automatic (EM)",NA,NA,NA,NA,NA,"Veronica americana; Veronica beccabunga","high","yes",187,133,0,0,0,28.88,"yes","native","1939-06-12","J.W. Eastham","UBC","V029694","Goldstream","2025-04-02","A. S. Harrison","BBM","74051600-D41F-4042-8A4E-2562859830E9","e. shore of beaver lake, Vancouver Island","yes","yes","American Brooklime","Plantaginaceae","variety","57277; 54333","complete",NA,NA
"1376","complete","no","Veronica filiformis","no","no","no",NA,"TL, Automatic (EM)","Native of Asia; introduced in Royal Oak and Saanichton.","Native of Asia; introduced in Royal Oak and Saanichton.",NA,"Native of Asia; introduced in Royal Oak and Saanichton.",NA,"Veronica filiformis","high","yes",120,100,0,0,0,16.67,"yes","exotic","1979-04-10","A.&O. Ceska","RBCM","V157982","Victoria; Oak Bay: Uplands","2025-04-23","Brian Starzomski","iNaturalist","https://www.inaturalist.org/observations/272524828","48.463755, -123.315292","yes","yes","Slender Speedwell","Plantaginaceae","species","55825","complete",NA,NA
"1377","complete","no","Veronica peregrina","no","no","no",NA,"Automatic (EM)",NA,NA,NA,NA,NA,"Veronica peregrina","high","yes",14,11,0,0,0,21.43,"yes","native","1977-04-13","Adolf Ceska; Oldriska Ceska","RBCM","RBCM:Botany:V157697","48.35, -123.55","2024-05-24","Terry M","iNaturalist","https://www.inaturalist.org/observations/218696599","48.456957, -123.479745","yes","yes","Purslane Speedwell","Plantaginaceae","species","60317","complete",NA,NA
"1378","complete","no","Veronica persica","no","no","no",NA,"TL, Automatic (EM)","Native of Eurasia; weedy; occasional in lawns and gardens.","Native of Eurasia; weedy; occasional in lawns and gardens.",NA,"Native of Eurasia; weedy; occasional in lawns and gardens.",NA,"Veronica persica","high","yes",116,102,0,0,0,12.07,"yes","exotic","2006-02-25","R. Baxter","RBCM","V194322","Victoria: inner harbour, bedrock directly behind brick building at 1002 Wharf Street","2025-03-30","Isa Scott","iNaturalist","https://www.inaturalist.org/observations/268172900","48.532375, -123.388345","yes","yes","Bird's-Eye Speedwell","Plantaginaceae","species","55666","complete",NA,NA
"1379","complete","no","Veronica scutellata","no","no","no",NA,"TL, Automatic (EM)","Wet places; Victoria, Saanich, Thetis Lake Park, and the Highland district.","Wet places; Victoria, Saanich, Thetis Lake Park, and the Highland district.",NA,"Wet places; Victoria, Saanich, Thetis Lake Park, and the Highland district.",NA,"Veronica scutellata","high","yes",28,25,0,0,0,10.71,"yes","native","1913-06-08","W. Taylor","UBC","V139072","Goldstream","2024-09-13","Erin Miller","iNaturalist","https://www.inaturalist.org/observations/241527966","48.495021, -123.443428","yes","yes","Marsh Speedwell","Plantaginaceae","species","61112","complete",NA,NA
"1380","complete","no","Veronica serpyllifolia","no","no","no","retain binomial","TL, Automatic (EM)","Native of Europe; moist meadows and disturbed sites; common in Victoria, Saanich, Sidney, and Goldstream. (V. tenella All.)","Native of Europe; moist meadows and disturbed sites; common in Victoria, Saanich, Sidney, and Goldstream.",NA,"Native of Europe; moist meadows and disturbed sites; common in Victoria, Saanich, Sidney, and Goldstream.",NA,"Veronica serpyllifolia","high","yes",145,97,0,0,0,33.1,"yes","exotic","1907-05-19","C.F. Newcombe","F","species occurring at Cedar Hill","Macauley Point, Victoria","2025-04-25","Jack Bindernagel","iNaturalist","https://www.inaturalist.org/observations/276083771","48.526516, -123.528198","yes","yes","Thyme-Leaved Speedwell","Plantaginaceae","species","55749","complete",NA,NA
"1381","complete","no","Vicia americana","no","no","no","Note: J.K. Henry first published V. americana in his 1915 Flora of Southern B.C. and Vancouver Island. He is quoted as saying: ""The basis of the book is Macoun's Catalogue."" TL","TL, Automatic (EM)","Open woods and thickets; very common throughout; represented by var. villosa (Kell.) Harman and var. truncata (Nutt.) Brew. (V. sylvatica Nutt., V. truncata Nutt.)","Open woods and thickets; very common throughout.",NA,"Open woods and thickets; very common throughout.","[SZCZAWINSKI TEXT DELETED BY HJ:  represented by var. villosa (Kell.) Harman and var. truncata (Nutt.) Brew.]","Vicia americana","high","yes",69,55,0,0,0,20.29,"yes","native","1913-06-12","W. Taylor","UBC","V62559","Victoria","2025-04-20","Jenny Feick","iNaturalist","https://www.inaturalist.org/observations/271842137","48.536055, -123.529762","yes","yes","American Vetch","Fabaceae","species","53320","complete",NA,NA
"1382","complete","no","Vicia cracca ssp. cracca","no","no","no","Note: BABY = B.A. Bennett Herbarium (BABY) Yukon Government TL","TL, Automatic (EM)","Native of Europe; roadsides and waste ground; common in Saanich and Sidney.","Native of Europe; roadsides and waste ground; common in Saanich and Sidney.",NA,"Native of Europe; roadsides and waste ground; common in Saanich and Sidney.",NA,"Vicia cracca","high","yes",39,34,0,0,0,12.82,"yes","exotic","1966-06-28","B. Turner","BABY","BABY-00928","Victoria, Inverness Rd. near Ardmore Golf Course","2024-08-12","Andrew Jacobs","iNaturalist","https://www.inaturalist.org/observations/235400069","48.477897, -123.402375","yes","yes","Tufted Vetch","Fabaceae","species","52471","complete",NA,NA
"1383","complete","no","Vicia hirsuta","no","no","no",NA,"TL, Automatic (EM)","Native of Europe; a weed of cultivated and disturbed ground; occasional in ditches or along the road; very common throughout.","Native of Europe; a weed of cultivated and disturbed ground; occasional in ditches or along the road; very common throughout.",NA,"Native of Europe; a weed of cultivated and disturbed ground; occasional in ditches or along the road; very common throughout.",NA,"Vicia hirsuta","high","yes",179,142,0,0,0,20.67,"yes","exotic","1912-05-19","J.K. Henry","UBC","V50915","Victoria","2024-07-25","Michelle Watt","iNaturalist","https://www.inaturalist.org/observations/231763573","48.459647, -123.273292","yes","yes","Hairy Tare","Fabaceae","species","56188","complete",NA,NA
"1384","complete","no","Vicia lathyroides","no","no","no","Note: FSP = Flora of the Saanich Peninsula A.F. Szczawinski and A.S. Harrison TL","TL, Automatic (EM)","Native of Europe; known only from Esquimalt, where it was collected by G. V. Copley in 1924 and Ten Mile Point by M. C. Melburn in 1966, 1967, and 1968.","(Note from Lomer) This species has been well established for many years in the Victoria area: Mill Hill, May 7, 1966 collected by K. Beamish (UBC 116604), Island View Beach, April 30, 1995 (Lomer 95-032). AS lawns at UVic.",NA,"(Note from Lomer)  This species has been well established for many years in the Victoria area: Mill Hill, May 7, 1966 collected by K. Beamish (UBC 116604), Island View Beach, April 30, 1995 (Lomer 95-032). AS lawns at UVic.","(Note from Lomer)  This species has been well established for many years in the Victoria area: Mill Hill, May 7, 1966 collected by K. Beamish (UBC 116604), Island View Beach, April 30, 1995 (Lomer 95-032). AS lawns at UVic. [SZCZAWINSKI TEXT DELETED BY HJ: Native of Europe; known only from Esquimalt, where it was collected by G. V. Copley in 1924 and Ten Mile Point by M. C. Melburn in 1966, 1967, and 1968.]","Vicia lathyroides","high","yes",74,48,0,0,0,35.14,"yes","exotic","1924","G.V. Copley","FSP","p. 69","Esquimalt","2025-04-25","Jack Bindernagel","iNaturalist","https://www.inaturalist.org/observations/276070682","48.524174, -123.521828","yes","yes","Spring Vetch","Fabaceae","species","79503","complete",NA,NA
"1385","complete","no","Vicia sativa","no","no","no","retain binomial. Other variety is plausible","TL, Automatic (EM)","Native of Europe; waste and cultivated ground; very common throughout; the plants with narrow leaves and smaller flowers are usually called V. angustifolia. (V. angustifolia L. )","Native of Europe; waste and cultivated ground; very common throughout.",NA,"Native of Europe; waste and cultivated ground; very common throughout.","[SZCZAWINSKI TEXT DELETED BY HJ:  the plants with narrow leaves and smaller flowers are usually called V. angustifolia. (V. angustifolia L. )]","Vicia sativa","high","yes",777,574,0,0,0,26.13,"yes","exotic","1898-10-23","J.R. Anderson","UBC","V80195","Victoria, Beacon Hill","Sep-97","Charles Knighton","CPNWH","ba0ec244-3f05-4bc0-9e9c-d005d55405c7","48.433333, -123.366667","yes","yes","Common Vetch","Fabaceae","species","53324","complete",NA,NA
"1386","complete","no","Vicia sativa var. angustifolia","no","no","no",NA,"Automatic (EM)",NA,NA,NA,NA,NA,"Vicia sativa nigra","high","yes",39,39,0,0,0,0,"yes","unknown","1970-06-13","Adolf Ceska","RBCM","RBCM:Botany:V154960","Prospect Lake: power line","2022-05-06","kaylambrent","iNaturalist","https://www.inaturalist.org/observations/115831228","48.472614, -123.341572","yes","yes","Narrow-Leaved Vetch","Fabaceae","subspecies","710103","complete",NA,NA
"1387","complete","no","Vinca major","no","no","no",NA,"AS, Automatic (EM)","Native of Europe; roadsides, neglected lots, and gardens; common; a garden escapee in the Victoria and Saanich areas.","Native of Europe; roadsides, neglected lots, and gardens; common; a garden escapee in the Victoria and Saanich areas.",NA,"Native of Europe; roadsides, neglected lots, and gardens; common; a garden escapee in the Victoria and Saanich areas.",NA,"Vinca major","high","yes",945,938,0,0,0,0.74,"yes","exotic","2006-03-18","R. Baxter","RBCM","V194348","Victoria: Galloping Goose Trail, near Swan Lake Nature Sanctuary, circa 250 meters from Saanich Road.","2025-04-30","Tobyn Neame","iNaturalist","https://www.inaturalist.org/observations/277234409","48.411064, -123.345917","yes","yes","Greater Periwinkle","Apocynaceae","species","53326","complete",NA,NA
"1388","complete","no","Viola adunca var. adunca","no","no","no",NA,"TL, Automatic (EM)","From dry to moist, open ground, wooded areas; common throughout; a variable plant with a number of taxa described. (V. canina var. adunca Wats.)","From dry to moist, open ground, wooded areas; common throughout;.",NA,"From dry to moist, open ground, wooded areas; common throughout;.","[SZCZAWINSKI TEXT DELETED BY HJ: a variable plant with a number of taxa described.]","Viola adunca","high","yes",26,23,0,0,0,11.54,"yes","native","1895-04-27","A.T. Pinco","UBC","V028341","Victoria, Cedar Hill Road","2025-04-25","Aiva Noringseth","iNaturalist","https://www.inaturalist.org/observations/272919962","48.470588, -123.384418","yes","yes","Hookedspur Violet","Violaceae","species","53328","complete",NA,NA
"1389","complete","no","Viola nuttallii var. praemorsa","no","no","no","Note: red listed. See BC CDC.","TL, Automatic (EM)","Grassy slopes and open, wooded areas; occasionally abundant, but decreasing in its distribution.","Grassy slopes and open, wooded areas; occasionally abundant, but decreasing in its distribution.",NA,"Grassy slopes and open, wooded areas; occasionally abundant, but decreasing in its distribution.",NA,"Viola praemorsa","high","yes",120,68,0,0,0,43.33,"yes","native","1913-05-25","J.M. Macoun","RBCM","V003314Y","Rockside Orchard, Vic, BC","2025-04-28","Erin Ashley","iNaturalist","https://www.inaturalist.org/observations/276062546","48.441862, -123.297867","yes","yes","Canary Violet","Violaceae","species","79516","complete",NA,NA
"1390","complete","no","Viola odorata","no","no","no",NA,"TL, Automatic (EM)",NA,"MCM Mt Douglas summit 1958. MCM Oak Bay 1956. Baxter-PinderMoss James Bay 2006.",NA,"MCM Mt Douglas summit 1958. MCM Oak Bay 1956. Baxter-PinderMoss James Bay 2006.","MCM Mt Douglas summit 1958. MCM Oak Bay 1956. Baxter-PinderMoss James Bay 2006.","Viola odorata","high","yes",278,193,0,0,0,30.58,"yes","exotic","1953-04-15","M.C. Melburn","RBCM","V101228","Victoria; Oak Bay","2025-04-25","Nicole N","iNaturalist","https://www.inaturalist.org/observations/273624748","48.516945, -123.415658","yes","yes","Sweet Violet","Violaceae","species","55845","complete",NA,NA
