scientificName,link_name,link_taxon_id,taxon_rank,infrataxon_status,provenance_status,provincial_concern,introduction_status,reportingStatus,solow_EP,phylum
Polygonum aviculare,Polygonum aviculare,78678,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.007,Tracheophyta
Polygonum paronychia,Polygonum paronychia,60734,species,non-infrataxon,voucher,concern,native,confirmed,0,Tracheophyta
Polygonum spergulariiforme,Polygonum spergulariiforme,78692,species,non-infrataxon,voucher,secure,native,confirmed,0.014,Tracheophyta
Polypodium glycyrrhiza,Polypodium glycyrrhiza,55104,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Polypogon monspeliensis,Polypogon monspeliensis,57197,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.02,Tracheophyta
Polystichum imbricans ssp. imbricans,Polystichum imbricans; Polystichum imbricans imbricans,58763; 80164,subspecies,non-infrataxon,voucher; no_voucher,secure,native,confirmed,0,Tracheophyta
Polystichum munitum,Polystichum munitum,47751,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Populus tremuloides,Populus tremuloides,54840,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Portulaca oleracea,Portulaca oleracea,58991,species,non-infrataxon,voucher,unknown,exotic,new,0.007,Tracheophyta
Potamogeton natans,Potamogeton natans,78712,species,non-infrataxon,voucher,secure,native,confirmed,0.006,Tracheophyta
Potentilla gracilis var. gracilis,Potentilla gracilis gracilis,81286,variety,infrataxon,voucher,concern,native,confirmed,0,Tracheophyta
Poterium sanguisorba var. polygamum,Sanguisorba minor,55736,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.006,Tracheophyta
Primula pauciflora,Primula pauciflora macrocarpa; Primula pauciflora pauciflora; Primula pauciflora,550711; 498086,,non-infrataxon,unknown; voucher,secure,native,confirmed,0,Tracheophyta
Prosartes hookeri,Prosartes hookeri,51071,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Prunella vulgaris,Prunella vulgaris,52764,species,non-infrataxon,voucher,unknown,native,confirmed,0,Tracheophyta
Prunus spinosa,Prunus spinosa,55811,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.033,Tracheophyta
Pseudotsuga menziesii var. menziesii,Pseudotsuga menziesii menziesii; Pseudotsuga menziesii,63910; 48256,variety,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Psilocarphus elatior,Psilocarphus elatior,78770,species,non-infrataxon,voucher,concern,native,confirmed,0.007,Tracheophyta
Psilocarphus tenellus,Psilocarphus tenellus,53188,species,non-infrataxon,voucher,secure,native,confirmed,0.025,Tracheophyta
Pteridium aquilinum,Pteridium aquilinum,52681,species,non-infrataxon,voucher,unknown,native,confirmed,0,Tracheophyta
Pteridium aquilinum var. pubescens,Pteridium aquilinum pubescens,52684,variety,infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Puccinellia nuttalliana,Puccinellia nuttalliana,60309,species,non-infrataxon,voucher,secure,native,confirmed,0.051,Tracheophyta
Quercus garryana var. garryana,Quercus garryana; Quercus garryana garryana,68632; 63890,variety,non-infrataxon,voucher; no_voucher,secure,native,confirmed,0,Tracheophyta
Ranunculus alismifolius var. alismifolius,Ranunculus alismifolius alismifolius; Ranunculus alismifolius,81317; 78815,variety,non-infrataxon,voucher,concern,native,confirmed,0,Tracheophyta
Ranunculus californicus,Ranunculus californicus,52173,species,non-infrataxon,voucher,concern,native,confirmed,0.007,Tracheophyta
Ranunculus flammula,Ranunculus flammula,67826,species,non-infrataxon,voucher,secure,native,confirmed,0.013,Tracheophyta
Ranunculus occidentalis var. occidentalis,Ranunculus occidentalis; Ranunculus occidentalis occidentalis,68057; 81335,variety,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Ranunculus orthorhynchus var. orthorhynchus,Ranunculus orthorhynchus,67827,species,non-infrataxon,voucher,secure,native,confirmed,0.007,Tracheophyta
Ranunculus parviflorus,Ranunculus parviflorus,78829,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.019,Tracheophyta
Ranunculus repens,Ranunculus repens,48229,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Ranunculus uncinatus,Ranunculus uncinatus parviflorus; Ranunculus uncinatus,63896; 63898,,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Raphanus raphanistrum,Raphanus raphanistrum,55411,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Raphanus sativus,Raphanus raphanistrum sativus,995125,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.022,Tracheophyta
Rhinanthus minor ssp. minor,Rhinanthus minor,61470,species,non-infrataxon,voucher,secure,native,confirmed,0.01,Tracheophyta
Ribes bracteosum,Ribes bracteosum,78852,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Ribes divaricatum var. divaricatum,Ribes divaricatum; Ribes divaricatum divaricatum,53448; 53449,variety,non-infrataxon,voucher; no_voucher,secure,native,confirmed,0.006,Tracheophyta
Ribes lobbii,Ribes lobbii,78861,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Ribes sanguineum var. sanguineum,Ribes sanguineum,53435,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Robinia pseudoacacia,Robinia pseudoacacia,56088,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.007,Tracheophyta
Romanzoffia tracyi,Romanzoffia tracyi,78873,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Rorippa curvisiliqua,Rorippa curvisiliqua,58866,species,non-infrataxon,voucher,secure,native,confirmed,0.016,Tracheophyta
Rorippa palustris ssp. palustris,Rorippa palustris,64162,species,non-infrataxon,voucher,secure,native,confirmed,0.019,Tracheophyta
Rosa gymnocarpa var. gymnocarpa,Rosa gymnocarpa,53441,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Rosa multiflora,Rosa multiflora,78882,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.006,Tracheophyta
Rosa nutkana,Rosa nutkana nutkana; Rosa nutkana,80173; 78883,,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Rosa pisocarpa ssp. pisocarpa,Rosa pisocarpa,78885,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Rubus armeniacus,Rubus armeniacus,61317,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Rubus bifrons,Rubus bifrons,168025,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Rubus laciniatus,Rubus laciniatus,78891,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Rubus leucodermis var. leucodermis,Rubus leucodermis,63960,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Rubus parviflorus,Rubus parviflorus,51646,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Rubus spectabilis,Rubus spectabilis,47543,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Rubus ursinus,Rubus ursinus macropetalus; Rubus ursinus,53444; 53445,,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Rumex acetosa ssp. acetosa,Rumex acetosa,55821,species,non-infrataxon,voucher,unknown,exotic,new,0.013,Tracheophyta
Rumex acetosella,Rumex acetosella,53195,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Rumex crispus,Rumex crispus,53197,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Rumex occidentalis,Rumex occidentalis,61086,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Rumex salicifolius,Rumex salicifolius; Rumex transitorius,60233; 78910,,non-infrataxon,voucher,secure,native,confirmed,0.007,Tracheophyta
Rumex sanguineus,Rumex sanguineus,168250,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.006,Tracheophyta
Rupertia physodes,Rupertia physodes,53198,species,non-infrataxon,voucher,concern,native,confirmed,0.006,Tracheophyta
Sabulina macra,Sabulina macra,836878,species,non-infrataxon,voucher,secure,native,confirmed,0.006,Tracheophyta
Sagina decumbens ssp. occidentalis,Sagina decumbens occidentalis; Sagina decumbens,57000; 57004,subspecies,non-infrataxon,voucher,secure,native,confirmed,0.165,Tracheophyta
Salicornia depressa,Salicornia depressa,78930,species,non-infrataxon,voucher,secure,native,confirmed,0.277,Tracheophyta
Salicornia pacifica,Salicornia pacifica,78931,species,non-infrataxon,voucher,secure,native,new,0,Tracheophyta
Salix geyeriana,Salix geyeriana,78940,species,non-infrataxon,voucher,secure,native,confirmed,0.406,Tracheophyta
Salix lasiandra var. lasiandra,Salix lasiandra; Salix lasiandra lasiandra; Salix lucida,78943; 81358; 54846,variety,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Sambucus racemosa var. arborescens,Sambucus racemosa; Sambucus racemosa arborescens; Sambucus racemosa pubens,362529; 57824; 543175,variety,non-infrataxon,voucher; no_voucher,secure,native,confirmed,0,Tracheophyta
Sanicula arctopoides,Sanicula arctopoides,55466,species,non-infrataxon,voucher,concern,native,confirmed,0,Tracheophyta
Sanicula bipinnatifida,Sanicula bipinnatifida,56840,species,non-infrataxon,voucher,concern,native,confirmed,0,Tracheophyta
Sanicula crassicaulis var. crassicaulis,Sanicula crassicaulis; Sanicula crassicaulis crassicaulis,53201; 68470,variety,infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Sanicula crassicaulis var. tripartita,Sanicula crassicaulis tripartita,68471,variety,infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Sanicula europaea,Sanicula europaea,168412,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.006,Tracheophyta
Sanicula graveolens,Sanicula graveolens,78979,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Saponaria officinalis,Saponaria officinalis,56154,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.019,Tracheophyta
Saxifraga cespitosa,Saxifraga cespitosa,78985,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Saxifraga tridactylites,Saxifraga tridactylites,168479,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Scirpus microcarpus,Scirpus microcarpus,59068,species,non-infrataxon,voucher,secure,native,confirmed,0.021,Tracheophyta
Sedum acre,Sedum acre,55734,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Sedum album,Sedum album,79025,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Sedum lanceolatum,Sedum lanceolatum; Sedum lanceolatum nesioticum,79026; 238479,,non-infrataxon,voucher,concern,native,confirmed,0,Tracheophyta
Sedum spathulifolium,Sedum spathulifolium; Sedum spathulifolium pruinosum,58886; 238487,,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Selaginella wallacei,Selaginella wallacei,63875,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Senecio vulgaris,Senecio vulgaris,53211,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Sericocarpus rigidus,Sericocarpus rigidus,168858,species,non-infrataxon,voucher,concern,native,confirmed,0,Tracheophyta
Shepherdia canadensis,Shepherdia canadensis,79072,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Sherardia arvensis,Sherardia arvensis,47691,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Sidalcea hendersonii,Sidalcea hendersonii,168942,species,non-infrataxon,voucher,concern,native,confirmed,0.007,Tracheophyta
Silene gallica,Silene gallica,53212,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Silene latifolia ssp. alba,Silene latifolia,79109,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.006,Tracheophyta
Silene scouleri ssp. scouleri,Silene scouleri; Silene scouleri scouleri,59789; 80215,subspecies,non-infrataxon,voucher,concern,native,confirmed,0.007,Tracheophyta
Silybum marianum,Silybum marianum,52586,species,non-infrataxon,voucher,unknown,exotic,new,0,Tracheophyta
Sinapis arvensis,Sinapis arvensis; Mutarda arvensis,1562069,,non-infrataxon,unknown; voucher,unknown,exotic,confirmed,0.007,Tracheophyta
Sisymbrium altissimum,Sisymbrium altissimum,56996,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.019,Tracheophyta
Sisymbrium officinale,Sisymbrium officinale,53266,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Sisyrinchium idahoense,Sisyrinchium idahoense,79129,species,non-infrataxon,voucher,unknown,native,confirmed,0.013,Tracheophyta
Sium suave,Sium suave,79131,species,non-infrataxon,voucher,secure,native,confirmed,0.021,Tracheophyta
Solanum dulcamara var. dulcamara,Solanum dulcamara,55620,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.03,Tracheophyta
Solanum nigrum,Solanum nigrum,79141,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.007,Tracheophyta
Solanum physalifolium var. nitidibaccatum,Solanum physalifolium; Solanum sarrachoides; Solanum nitidibaccatum; Solanum physalifolium nitidibaccatum,79142; 120519; 406080,variety,non-infrataxon,voucher; unknown,unknown,exotic,confirmed,0.006,Tracheophyta
Solanum rostratum,Solanum rostratum,62642,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.006,Tracheophyta
Solidago lepida,Solidago lepida; Solidago canadensis,79152; 67808,,non-infrataxon,voucher,unknown,native,confirmed,0.006,Tracheophyta
Soliva sessilis,Soliva sessilis,60150,species,non-infrataxon,voucher,unknown,exotic,new,0.02,Tracheophyta
Sonchus asper,Sonchus asper,53269,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Sonchus oleraceus,Sonchus oleraceus,53294,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Sorbus aucuparia,Sorbus aucuparia,56063,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Spergula arvensis,Spergula arvensis,57005,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.006,Tracheophyta
Spergularia canadensis var. occidentalis,Spergularia canadensis; Spergularia canadensis occidentalis,79168; 81378,variety,non-infrataxon,voucher,secure,native,unconfirmed,0.59,Tracheophyta
Spergularia macrotheca var. macrotheca,Spergularia macrotheca macrotheca; Spergularia macrotheca,61474; 61472,variety,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Spergularia rubra,Spergularia rubra,55730,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Spiraea douglasii,Spiraea douglasii,62493,species,non-infrataxon,voucher,unknown,native,confirmed,0,Tracheophyta
Spiranthes romanzoffiana,Spiranthes romanzoffiana,50743,species,non-infrataxon,voucher,secure,native,confirmed,0.008,Tracheophyta
Stachys cooleyae,Stachys chamissonis cooleyae; Stachys chamissonis,52627; 52625,,non-infrataxon,voucher; no_voucher,secure,native,confirmed,0,Tracheophyta
Stellaria borealis ssp. sitchana,Stellaria sitchana; Stellaria borealis sitchana,1417248,subspecies,non-infrataxon,voucher; unknown,secure,native,unconfirmed,0.879,Tracheophyta
Stellaria crispa,Stellaria crispa,79201,species,non-infrataxon,voucher,secure,native,confirmed,0.013,Tracheophyta
Stellaria media,Stellaria media,53298,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Stellaria nitens,Stellaria nitens,57007,species,non-infrataxon,voucher,secure,native,confirmed,0.006,Tracheophyta
Streptopus amplexifolius,Streptopus amplexifolius,79273,species,non-infrataxon,voucher,secure,native,confirmed,0.012,Tracheophyta
Struthiopteris spicant,Struthiopteris spicant,774894,species,non-infrataxon,voucher,secure,native,new,0,Tracheophyta
Symphoricarpos albus,Symphoricarpos albus,48523,species,non-infrataxon,voucher,unknown,native,confirmed,0,Tracheophyta
Symphyotrichum chilense,Symphyotrichum chilense,56861,species,non-infrataxon,voucher,secure,native,confirmed,0.007,Tracheophyta
Symphyotrichum subspicatum,Symphyotrichum subspicatum,79303,species,non-infrataxon,voucher,secure,native,confirmed,0.018,Tracheophyta
Symphytum officinale,Symphytum officinale,55724,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Tanacetum parthenium,Tanacetum parthenium,54520,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Tanacetum vulgare,Tanacetum vulgare,55971,species,non-infrataxon,voucher,unknown,exotic,new,0,Tracheophyta
Taraxacum officinale,Taraxacum officinale,47602,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Taxus brevifolia,Taxus brevifolia,55209,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Teesdalia nudicaulis,Teesdalia nudicaulis,79325,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Tellima grandiflora,Tellima grandiflora,51655,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Thlaspi arvense,Thlaspi arvense,79358,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.006,Tracheophyta
Thuja plicata,Thuja plicata,48252,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Thysanocarpus curvipes,Thysanocarpus curvipes,58088,species,non-infrataxon,voucher,concern,native,confirmed,0,Tracheophyta
Tiarella trifoliata,Tiarella trifoliata,51643,species,non-infrataxon,voucher,unknown,native,confirmed,0,Tracheophyta
Torreyochloa pallida var. pauciflora,Torreyochloa pallida; Torreyochloa pallida pauciflora,79374; 81431,variety,non-infrataxon,no_voucher; voucher,secure,native,confirmed,0.006,Tracheophyta
Toxicodendron diversilobum,Toxicodendron diversilobum,51080,species,non-infrataxon,voucher,concern,native,confirmed,0,Tracheophyta
Toxicoscordion venenosum var. venenosum,Toxicoscordion venenosum; Toxicoscordion venenosum venenosum,59087; 81432,variety,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Tragopogon porrifolius,Tragopogon porrifolius,54141,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Trifolium arvense,Trifolium arvense,79408,species,non-infrataxon,voucher,unknown,exotic,new,0.006,Tracheophyta
Trifolium depauperatum var. depauperatum,Trifolium depauperatum; Trifolium depauperatum depauperatum,58164; 64176,variety,non-infrataxon,voucher; no_voucher,concern,native,confirmed,0,Tracheophyta
Trifolium dubium,Trifolium dubium,53313,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Trifolium fragiferum ssp. bonannii,Trifolium fragiferum,58167,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.006,Tracheophyta
Trifolium glomeratum,Trifolium glomeratum,61021,species,non-infrataxon,voucher,unknown,exotic,new,0.02,Tracheophyta
Trifolium hybridum,Trifolium hybridum,61824,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.007,Tracheophyta
Trifolium microcephalum,Trifolium microcephalum,58911,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Trifolium microdon,Trifolium microdon,57079,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Trifolium oliganthum,Trifolium oliganthum,71122,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Trifolium pratense,Trifolium pratense,51875,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Trifolium repens,Trifolium repens,55745,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Trifolium striatum,Trifolium striatum,79432,species,non-infrataxon,voucher,unknown,exotic,new,0.006,Tracheophyta
Trifolium subterraneum,Trifolium subterraneum,60201,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Trifolium variegatum,Trifolium variegatum,57080,species,non-infrataxon,voucher,secure,native,confirmed,0.008,Tracheophyta
Trifolium willdenovii,Trifolium willdenovii,57081,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Trifolium wormskioldii,Trifolium wormskioldii,71146,species,non-infrataxon,voucher,secure,native,confirmed,0.014,Tracheophyta
Triglochin maritima,Triglochin maritima,60264,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Trillium ovatum var. ovatum,Trillium ovatum; Trillium ovatum ovatum,49463; 63972,variety,non-infrataxon,voucher; no_voucher,secure,native,confirmed,0,Tracheophyta
Triphysaria pusilla,Triphysaria pusilla,57276,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Triphysaria versicolor ssp. versicolor,Triphysaria versicolor; Triphysaria versicolor versicolor,60735; 60736,subspecies,non-infrataxon,voucher,concern,native,confirmed,0,Tracheophyta
Tripleurospermum inodorum,Tripleurospermum inodorum,79441,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Triteleia grandiflora,Triteleia grandiflora,79452,species,non-infrataxon,voucher,unknown,native,confirmed,0.007,Tracheophyta
Triteleia hyacinthina,Triteleia hyacinthina,57132,species,non-infrataxon,voucher,secure,native,confirmed,0.042,Tracheophyta
Triticum aestivum,Triticum aestivum,64161,species,non-infrataxon,voucher,unknown,exotic,new,0.006,Tracheophyta
Tsuga heterophylla,Tsuga heterophylla,48254,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Turritis glabra,Turritis glabra,79460,species,non-infrataxon,voucher,secure,exotic,confirmed,0.014,Tracheophyta
Typha latifolia,Typha latifolia,48685,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Ulex europaeus,Ulex europaeus,51751,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Urtica urens,Urtica urens,53315,species,non-infrataxon,voucher,unknown,exotic,new,0,Tracheophyta
Utricularia gibba,Utricularia gibba,79464,species,non-infrataxon,voucher,secure,native,unconfirmed,0.614,Tracheophyta
Utricularia vulgaris ssp. macrorhiza,Utricularia macrorhiza,79465,species,non-infrataxon,voucher,secure,native,confirmed,0.006,Tracheophyta
Vaccinium caespitosum,Vaccinium cespitosum,79470,species,non-infrataxon,voucher,unknown,native,confirmed,0.006,Tracheophyta
Vaccinium parvifolium,Vaccinium parvifolium,48354,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Valeriana scouleri,Valeriana sitchensis scouleri; Valeriana sitchensis,80266; 79477,,non-infrataxon,voucher,secure,native,confirmed,0.006,Tracheophyta
Verbascum thapsus,Verbascum thapsus,59029,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Veronica arvensis,Veronica arvensis,55748,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Veronica beccabunga var. americana,Veronica americana; Veronica beccabunga,57277; 54333,variety,non-infrataxon,voucher,unknown,native,confirmed,0,Tracheophyta
Veronica filiformis,Veronica filiformis,55825,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Veronica peregrina,Veronica peregrina,60317,species,non-infrataxon,voucher,unknown,native,confirmed,0.006,Tracheophyta
Veronica persica,Veronica persica,55666,species,non-infrataxon,voucher,unknown,exotic,new,0,Tracheophyta
Veronica scutellata,Veronica scutellata,61112,species,non-infrataxon,voucher,secure,native,confirmed,0.006,Tracheophyta
Veronica serpyllifolia,Veronica serpyllifolia,55749,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Vicia americana,Vicia americana americana; Vicia americana,53320,,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Vicia cracca ssp. cracca,Vicia cracca,52471,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.007,Tracheophyta
Vicia hirsuta,Vicia hirsuta,56188,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.009,Tracheophyta
Vicia lathyroides,Vicia lathyroides,79503,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Vicia sativa,Vicia sativa,53324,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Vicia sativa var. angustifolia,Vicia sativa nigra,710103,subspecies,infrataxon,voucher,unknown,exotic,confirmed,0.023,Tracheophyta
Vinca major,Vinca major,53326,species,non-infrataxon,voucher,unknown,exotic,new,0,Tracheophyta
Viola adunca var. adunca,Viola adunca,53328,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Viola nuttallii var. praemorsa,Viola praemorsa,79516,species,non-infrataxon,voucher,unknown,native,confirmed,0,Tracheophyta
Viola odorata,Viola odorata,55845,species,non-infrataxon,voucher,unknown,exotic,confirmed,0,Tracheophyta
Viola praemorsa var. praemorsa,Viola praemorsa praemorsa,80276,subspecies,non-infrataxon,voucher,concern,native,confirmed,0,Tracheophyta
Viola sempervirens,Viola sempervirens,55342,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
Vulpia bromoides,Festuca bromoides,77136,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.248,Tracheophyta
Vulpia myuros,Festuca myuros,77140,species,non-infrataxon,voucher,unknown,exotic,confirmed,0.006,Tracheophyta
Wolffia columbiana,Wolffia columbiana,79528,species,non-infrataxon,voucher,concern,native,confirmed,0.019,Tracheophyta
Woodwardia fimbriata,Woodwardia fimbriata,52685,species,non-infrataxon,voucher,concern,native,confirmed,0,Tracheophyta
Yabea microcarpa,Yabea microcarpa,56847,species,non-infrataxon,voucher,concern,native,new,0,Tracheophyta
Zeltnera muehlenbergii,Zeltnera muehlenbergii,79550,species,non-infrataxon,voucher,concern,native,confirmed,0.006,Tracheophyta
Zostera marina,Zostera marina,52614,species,non-infrataxon,voucher,secure,native,confirmed,0,Tracheophyta
