,scientificName,scientificNameAuthorship,commonName,kingdom,phylum,sub_phylum,super_class,class,sub_class,super_order,order,sub_order,super_family,family,sub_family,introduction_status,provincial_status,reporting_status,documented_in_iNaturalist,last_record_date,last_record_observer,last_record_source,last_record_ID,LGL_limited,first_record_date,first_record_observer,first_record_ID,iNaturalist_photo,curation_notes,iNatTaxonID,taxon_group,iNatTaxon,region_name,subtaxon_author,subclass,superorder,suborder,superfamily,subfamily,tribe,genus,species,hybrid,subspecies,variety,origin,national_status,iNat_observation_status,first_record_source,first_observation_date,first_observation_observer,first_observation_ID,stats_code,region,subtaxon_authorship,specificEpithet,sub_species,first_record_GBIF_ID,first_record_iNat_date,first_observation_by,n_total,cutation_notes,iNaturalistTaxonId,iNaturalistTaxonName,infraorder,nameStatus
4499,Agrostis humilis,(Vasey) Björkman,alpine bentgrass,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,,Poales,,NA,Poaceae,Pooidiae,native,S5 (2019),reported,NA,1969-09-05,T. Brayshaw,RBCM,V055006,NA,1914-01-01,John Davidson,V048271,NA,NA,75316,tracheophyta,NA,AHSBR,,,,,,Pooideae,Poeae,Podagrostis,humilis,,,,NA,NA,unobserved,RBCM,NA,NA,NA,VAS,NA,NA,Agrostis humilis,,NA,NA,NA,8,"UBC: Garibaldi PP Barrier Lake, Podagrostis humilis entered as iNaturalist taxonomy.",1586225,Podagrostis humilis,,unaccepted
4500,Agrostis mertensii,Trin.,Arctic bentgrass,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,,Poales,,NA,Poaceae,Pooideae,native,S5 (2015),confirmed,NA,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:16,NA,1941-07-28,Vernon C. Brink,V136911,NA,NA,158138,tracheophyta,NA,AHSBR,,,,,,Pooideae,Poeae,Agrostis,mertensii,,,,NA,NA,observed,UBC,NA,NA,NA,VAS,NA,NA,Agrostis mertensii,,NA,NA,NA,3,iNat: needs i.d.,158138,Agrostis mertensii,,accepted
4501,Agrostis scabra,Willd.,ticklegrass,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,,Poales,,NA,Poaceae,Pooidiae,native,S5 (2015),confirmed,NA,2024-06-29,judith holm,iNaturalist,https://www.inaturalist.org/observations/226254115,NA,1913-08-10,Anonymous,V198421,NA,NA,75319,tracheophyta,NA,AHSBR,,,,,,Pooideae,Poeae,Agrostis,scabra,,,,NA,NA,observed,UBC,NA,NA,NA,VAS,NA,NA,Agrostis scabra,,NA,NA,NA,13,iNat: needs i.d.,75319,Agrostis scabra,,accepted
4502,Agrostis stolonifera,L.,creeping bent,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,,Poales,,NA,Poaceae,Pooideae,exotic,SNA (2000),confirmed,NA,2019-01-13,judith holm,iNaturalist,https://www.inaturalist.org/observations/19924694,NA,2004-08-12,Nick Page,NPAGE2004:2,NA,NA,69931,tracheophyta,NA,AHSBR,,,,,,Pooideae,Poeae,Agrostis,stolonifera,,,,NA,NA,observed,Effects of Fish Habitat Restoration Activities on Plant Communities in the Squamish River Estuary: Summary Report,NA,NA,NA,VAS,NA,NA,Agrostis stolonifera,,NA,NA,NA,2,iNat: needs i.d.,69931,Agrostis stolonifera,,accepted
4503,Agrostis variabilis,Rydb.,mountain bentgrass,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,,Poales,,NA,Poaceae,Pooidiae,native,,reported,NA,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:18,NA,1938-08-10,John Eastham,V011313Y,NA,NA,75320,tracheophyta,NA,AHSBR,,,,,,Pooideae,Poeae,Agrostis,variabilis,,,,NA,NA,unobserved,RBCM,NA,NA,NA,VAS,NA,NA,Agrostis variabilis,,NA,NA,NA,9,RBCM: Garibaldi PP Panorama Ridge; not in NatureServe but is in FNA,75320,Agrostis variabilis,,accepted
4504,Ailanthus altissima,(Mill.) Swingle,tree of heaven,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,,Sapindales,,NA,Simaroubaceae,,exotic,SNA (2019),new 2023,NA,2023-11-18,Radu Scurtescu,iNaturalist,https://www.inaturalist.org/observations/191419620,NA,2023-06-27,Sarah Boisvert,https://www.inaturalist.org/observations/169841547,NA,NA,57278,tracheophyta,NA,AHSBR,,,,,,,,Ailanthus,altissima,,,,NA,NA,observed,iNaturalist,NA,NA,NA,VAS,NA,NA,Ailanthus altissima,,NA,NA,NA,3,,57278,Ailanthus altissima,,accepted
4505,Aira caryophyllea,L.,silver hairgrass,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,,Poales,,NA,Poaceae,Pooidiae,exotic,SNA (2000),confirmed,NA,2024-08-21,Yann Kemper,iNaturalist,https://www.inaturalist.org/observations/237912624,NA,1897-06-15,James Anderson,V048286,NA,NA,52694,tracheophyta,NA,AHSBR,,,,,,Pooideae,Poeae,Aira,caryophyllea,,,,NA,NA,observed,RBCM,NA,NA,NA,VAS,NA,NA,Aira caryophyllea,,NA,NA,NA,8,,52694,Aira caryophyllea,,accepted
4506,Aira praecox,L.,early hair grass,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,,Poales,,NA,Poaceae,Pooidiae,exotic,SNA (2000),confirmed,NA,2024-08-21,Yann Kemper,iNaturalist,https://www.inaturalist.org/observations/237912569,NA,1959-05-24,K.J. Roller,V83698,NA,NA,61058,tracheophyta,NA,AHSBR,,,,,,Pooideae,Poeae,Aira,praecox,,,,NA,NA,observed,UBC,NA,NA,NA,VAS,NA,NA,Aira praecox,,NA,NA,NA,40,,61058,Aira praecox,,accepted
4507,Ajuga reptans,L.,carpet bugle,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,,Lamiales,,NA,Lamiaceae,Ajugoideae,exotic,SNA (2001),new 2018,NA,2024-07-30,ninalaflamme,iNaturalist,https://www.inaturalist.org/observations/232720425,NA,2018-12-24,Ben Keen,https://www.inaturalist.org/observations/19204571,NA,NA,56099,tracheophyta,NA,AHSBR,,,,,,Ajugoideae,,Ajuga,reptans,,,,NA,NA,observed,iNaturalist,NA,NA,NA,VAS,NA,NA,Ajuga reptans,,NA,NA,NA,54,,56099,Ajuga reptans,,accepted
4508,Alchemilla arvensis,(Nutt.) Rydb.,western lady's mantle,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,,Rosales,,NA,Rosaceae,Rosoideae,native,S5 (2015),confirmed,NA,2024-04-13,Shaan Aroeste,iNaturalist,https://www.inaturalist.org/observations/214911763,NA,1916-04-29,John Davidson,V45789,NA,NA,866483,tracheophyta,NA,AHSBR,,,,,,Rosoideae,Potentilleae,Alchemilla,arvensis,,,,NA,NA,observed,UBC,NA,NA,NA,VAS,NA,NA,Alchemilla arvensis,,NA,NA,NA,19,"Canadensys, FNA, I.T.I.S. list Aphanes occidentalis syn. Alchemilla arvensis",866483,Alchemilla arvensis,,accepted
4509,Alchemilla australis,(Rydb.) Bomble,slender parsley-piert,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,,Rosales,,NA,Rosaceae,Rosoideae,exotic,SNA (2019),new 2022,NA,2022-06-12,Cole Gaerber,iNaturalist,https://www.inaturalist.org/observations/121676084,NA,2022-06-12,Cole Gaerber,https://www.inaturalist.org/observations/121676084,NA,NA,1363874,tracheophyta,NA,AHSBR,,,,,,Rosoideae,Potentilleae,Alchemilla,australis,,,,NA,NA,observed,iNaturalist,NA,NA,NA,VAS,NA,NA,Alchemilla australis,,NA,NA,NA,1,,1363874,Alchemilla australis,,accepted
4510,Alchemilla mollis,(Buser) Rothm.,garden lady's-mantle,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,,Rosales,,NA,Rosaceae,Rosoideae,exotic,SNA (2019),confirmed,NA,2024-08-05,dhuggard,iNaturalist,https://www.inaturalist.org/observations/234086275,NA,2012-06-04,Frank Lomer,V240312,NA,NA,56022,tracheophyta,NA,AHSBR,,,,,,Rosoideae,Potentilleae,Alchemilla,mollis,,,,NA,NA,observed,UBC,NA,NA,NA,VAS,NA,NA,Alchemilla mollis,,NA,NA,NA,17,,56022,Alchemilla mollis,,accepted
4511,Alchemilla monticola,"Opiz, 1838",hairy lady's mantle,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,,Rosales,,NA,Rosaceae,Rosoideae,exotic,SNA (2019),new 2023,NA,2023-07-12,Sarah Boisvert,iNaturalist,https://www.inaturalist.org/observations/172550765,NA,2023-07-12,Sarah Boisvert,https://www.inaturalist.org/observations/172550765,NA,NA,158149,tracheophyta,NA,AHSBR,,,,,,Rosoideae,Potentilleae,Alchemilla,monticola,,,,NA,NA,observed,iNaturalist,NA,NA,NA,VAS,NA,NA,Alchemilla monticola,,NA,NA,NA,1,,158149,Alchemilla monticola,,accepted
4512,Alchemilla occidentalis,(Nuttall) Rydberg in N. L. Britton et al.,western parsley-piert,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,,Rosales,,NA,Rosaceae,Rosoideae,native,S5 (2019),new 2019,NA,2024-01-09,Brian Starzomski,iNaturalist,https://www.inaturalist.org/observations/196621920,NA,2019-04-13,Ben Keen,https://www.inaturalist.org/observations/22435878,NA,NA,1452907,tracheophyta,NA,AHSBR,,,,,,Rosoideae,Potentilleae,Alchemilla,occidentalis,,,,NA,NA,observed,iNaturalist,NA,NA,NA,VAS,NA,NA,Alchemilla occidentalis,,NA,NA,NA,2,,1452907,Alchemilla occidentalis,,accepted
4513,Allium amplectens,Torr.,narrowleaf onion,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,,Asparagales,,NA,Amaryllidaceae,Allioideae,native,S3 (2019),confirmed,NA,2023-05-27,Ksenia Kolodka,iNaturalist,https://www.inaturalist.org/observations/164049935,NA,2015-05-17,Steve Ansell,https://www.inaturalist.org/observations/66765400,NA,NA,60267,tracheophyta,NA,AHSBR,,,,,,Allioideae,Allieae,Allium,amplectens,,,,NA,NA,observed,iNaturalist,NA,NA,NA,VAS,NA,NA,Allium amplectens,,NA,NA,NA,13,,60267,Allium amplectens,,accepted
4514,Allium cernuum,Roth,nodding onion,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,,Asparagales,,NA,Amaryllidaceae,Allioideae,native,S5 (2015),confirmed,NA,2024-10-05,Steve Ansell,iNaturalist,https://www.inaturalist.org/observations/245842118,NA,1899-07-01,J. A. Bury[?],2475755,NA,NA,116364,tracheophyta,NA,AHSBR,,,,,,Allioideae,Allieae,Allium,cernuum,,,,NA,NA,observed,CPNWH,NA,NA,NA,VAS,NA,NA,Allium cernuum,,NA,NA,NA,108,,116364,Allium cernuum,,accepted
4515,Allium schoenoprasum,L.,chives,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,,Asparagales,,NA,Amaryllidaceae,Allioideae,native,S5 (2019),new 2020,NA,2021-07-21,gtultz,iNaturalist,https://www.inaturalist.org/observations/88049293,NA,2020-06-07,Ben Keen,https://www.inaturalist.org/observations/48879007,NA,NA,59254,tracheophyta,NA,AHSBR,,,,,,Allioideae,Allieae,Allium,schoenoprasum,,,,NA,NA,observed,iNaturalist,NA,NA,NA,VAS,NA,NA,Allium schoenoprasum,,NA,NA,NA,4,,59254,Allium schoenoprasum,,accepted
4516,Allotropa virgata,Torr. & A. Gray,sugarstick,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,,Ericales,,NA,Ericaceae,Monotropoideae,native,S3S4 (2015),confirmed,NA,2022-06-19,ericaharvey6,iNaturalist,https://www.inaturalist.org/observations/122538582,NA,1914-06-29,Fred Perry,V45437,NA,NA,62481,tracheophyta,NA,AHSBR,,,,,,Monotropoideae,,Allotropa,virgata,,,,NA,NA,observed,UBC,NA,NA,NA,VAS,NA,NA,Allotropa virgata,,NA,NA,NA,35,,62481,Allotropa virgata,,accepted
4517,Alnus alnobetula ssp. sinuata,(Ehrh.) K.Koch,Sitka alder,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,,Fagales,,NA,Betulaceae,,native,S5 (2000),confirmed,NA,2024-09-24,Jag Athwal,iNaturalist,https://www.inaturalist.org/observations/243867965,NA,1912-04-13,John Davidson,V6677,NA,NA,939032,tracheophyta,NA,AHSBR,(Regel) Raus,,,,,,,Alnus,alnobetula,,Alnus alnobetula sinuata,,NA,NA,observed,UBC,NA,NA,NA,VAS,NA,NA,Alnus alnobetula,sinuata,NA,NA,NA,206,UBC & LGL: Alnus viridis ssp. sinuata,939032,Alnus alnobetula sinuata,,accepted
4518,Alnus incana ssp. tenuifolia,(L.) Moench,mountain alder,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,,Fagales,,NA,Betulaceae,,native,S5 (2019),new 2020,NA,2022-06-03,Chloe Shore,iNaturalist,https://www.inaturalist.org/observations/120093651,NA,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",LGL2020:23,NA,NA,79567,tracheophyta,NA,AHSBR,(Nutt.) Breitung,,,,,,,Alnus,incana,,Alnus incana tenuifolia,,NA,NA,observed,UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,NA,NA,NA,VAS,NA,NA,Alnus incana,tenuifolia,NA,NA,NA,2,,79567,Alnus incana tenuifolia,,accepted
4519,Alnus rubra,Bong.,red alder,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,,Fagales,,NA,Betulaceae,,native,S5 (2015),confirmed,NA,2024-10-15,fjfrazier,iNaturalist,https://www.inaturalist.org/observations/247538983,NA,1975-09-07,Richard Hebda,V162051,NA,NA,56034,tracheophyta,NA,AHSBR,,,,,,,,Alnus,rubra,,,,NA,NA,observed,UBC,NA,NA,NA,VAS,NA,NA,Alnus rubra,,NA,NA,NA,432,,56034,Alnus rubra,,accepted
4520,Alopecurus geniculatus,Sibth. ex Steudel,marsh foxtail,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,,Poales,,NA,Poaceae,Pooidiae,exotic,SNA (2000),reported,NA,1995-07-16,"Straley, Gerald",USCH,USCH0065463,NA,1916-06-09,John Macoun,V000426,NA,NA,71140,tracheophyta,NA,AHSBR,,,,,,Pooideae,Poeae,Alopecurus,geniculatus,,,,NA,NA,unobserved,RBCM,NA,NA,NA,VAS,NA,NA,Alopecurus geniculatus,,NA,NA,NA,2,,71140,Alopecurus geniculatus,,accepted
4521,Alopecurus pratensis,L.,meadow-foxtail,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,,Poales,,NA,Poaceae,Pooidiae,exotic,SNA (2019),new 2024,NA,2024-07-26,Radu Scurtescu,iNaturalist,https://www.inaturalist.org/observations/231967483,NA,2024-07-26,Radu Scurtescu,https://www.inaturalist.org/observations/231967483,NA,NA,71141,tracheophyta,NA,AHSBR,,,,,,Pooideae,Poeae,Alopecurus,pratensis,,,,NA,NA,observed,iNaturalist,NA,NA,NA,VAS,NA,NA,Alopecurus pratensis,,NA,NA,NA,1,,71141,Alopecurus pratensis,,accepted
4522,Amaranthus retroflexus,L.,redroot pigweed,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,,Caryophyllales,,NA,Amaranthaceae,Amaranthoideae,native,S5 (2015),new 2018,NA,2020-09-13,Ben Keen,iNaturalist,https://www.inaturalist.org/observations/59548033,NA,2018-09-26,Ben Keen,https://www.inaturalist.org/observations/16935468,NA,NA,58776,tracheophyta,NA,AHSBR,,,,,,Amaranthoideae,,Amaranthus,retroflexus,,,,NA,NA,observed,iNaturalist,NA,NA,NA,VAS,NA,NA,Amaranthus retroflexus,,NA,NA,NA,4,,58776,Amaranthus retroflexus,,accepted
4523,Ambrosia artemisiifolia,L.,common ragweed,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,,Asterales,,NA,Asteraceae,Asteroideae,native,SNA (2019),new 2021,NA,2021-09-28,Gwen L'Hirondelle,iNaturalist,https://www.inaturalist.org/observations/96605034,NA,2021-09-16,Gwen L'Hirondelle,https://www.inaturalist.org/observations/95228218,NA,NA,53587,tracheophyta,NA,AHSBR,,,,,,Asteroideae,Heliantheae,Ambrosia,artemisiifolia,,,,NA,NA,observed,iNaturalist,NA,NA,NA,VAS,NA,NA,Ambrosia artemisiifolia,,NA,NA,NA,4,,53587,Ambrosia artemisiifolia,,accepted
4524,Ambrosia chamissonis,(Less.) Greene,silver burweed,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,,Asterales,,NA,Asteraceae,Asteroideae,native,S5 (2019),new 2019,NA,2019-05-19,heytiny,iNaturalist,https://www.inaturalist.org/observations/25420763,NA,2019-05-19,heytiny,https://www.inaturalist.org/observations/25420763,NA,NA,71135,tracheophyta,NA,AHSBR,,,,,,Asteroideae,Heliantheae,Ambrosia,chamissonis,,,,NA,NA,observed,iNaturalist,NA,NA,NA,VAS,NA,NA,Ambrosia chamissonis,,NA,NA,NA,1,,71135,Ambrosia chamissonis,,accepted
4525,Amelanchier alnifolia,(Nutt.) Nutt. ex M. Roem.,saskatoon,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,,Rosales,,NA,Rosaceae,,native,S4S5 (2001),confirmed,NA,2024-09-29,laiet17,iNaturalist,https://www.inaturalist.org/observations/244813587,NA,1912-05-02,W. Taylor,V80603,NA,NA,75415,tracheophyta,NA,AHSBR,,,,,,Amygdaloideae,Maleae,Amelanchier,alnifolia,,,,NA,NA,observed,UBC,NA,NA,NA,VAS,NA,NA,Amelanchier alnifolia,,NA,NA,NA,582,,75415,Amelanchier alnifolia,,accepted
4526,Anaphalis margaritacea,(L.) Benth. & Hook.,pearly everlasting,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,,Asterales,,NA,Asteraceae,Asteroideae,native,S5 (2015),confirmed,NA,2024-10-15,fjfrazier,iNaturalist,https://www.inaturalist.org/observations/247538464,NA,1951-07-28,W. Cottle,V27384,NA,NA,52833,tracheophyta,NA,AHSBR,,,,,,Asteroideae,Gnaphalieae,Anaphalis,margaritacea,,,,NA,NA,observed,UBC,NA,NA,NA,VAS,NA,NA,Anaphalis margaritacea,,NA,NA,NA,581,,52833,Anaphalis margaritacea,,accepted
4527,Andromeda polifolia var. polifolia,L.,bog-rosemary,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,,Ericales,,NA,Ericaceae,Vaccinioideae,native,S4 (2019),new 2020,NA,2020-02-21,Nicola Rammell,iNaturalist,https://www.inaturalist.org/observations/39235775,NA,2020-02-21,Nicola Rammell,https://www.inaturalist.org/observations/39235775,NA,NA,239202,tracheophyta,NA,AHSBR,,,,,,Vaccinioideae,Andromedeae,Andromeda,polifolia,,Andromeda polifolia polifolia,,NA,NA,observed,iNaturalist,NA,NA,NA,VAS,NA,NA,Andromeda polifolia,,NA,NA,NA,1,,239202,Andromeda polifolia polifolia,,accepted
4528,Anemone parviflora,Michx.,small-flower anemone,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,,Ranunculales,,NA,Ranunculaceae,Ranunculoideae,native,S5,reported,NA,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:28,NA,1913-07-01,F. Perry,V34011,NA,NA,158365,tracheophyta,NA,AHSBR,,,,,,Ranunculoideae,Anemoneae,Anemone,parviflora,,,,NA,NA,unobserved,UBC,NA,NA,NA,VAS,NA,NA,Anemone parviflora,,NA,NA,NA,4,,158365,Anemone parviflora,,accepted
4529,Anemonoides grayi, (Behr & Kellogg) Starod.,Lyall's anemone,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,,Ranunculales,,NA,Ranunculaceae,Ranunculoideae,native,S4S5 (2019),confirmed,NA,2024-05-12,Regan Cross,iNaturalist,https://www.inaturalist.org/observations/215425951,NA,1980-05-10,A.A. Rose,V170140,NA,NA,950609,tracheophyta,NA,AHSBR,,,,,,Ranunculoideae,Anemoneae,Anemonoides,grayi,,,,NA,NA,observed,UBC,NA,NA,NA,VAS,NA,NA,Anemonoides grayi,,NA,NA,NA,5,,950609,Anemonoides grayi,,accepted
4530,Anemonoides nemorosa,(L.) Holub,European thimbleweed,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,,Ranunculales,,NA,Ranunculaceae,Ranunculoideae,exotic,SNA (2019),new 2020,NA,2024-03-31,Marcus Collier,iNaturalist,https://www.inaturalist.org/observations/204815263,NA,2020-04-25,barfeen,https://www.inaturalist.org/observations/43676238,NA,NA,950603,tracheophyta,NA,AHSBR,,,,,,Ranunculoideae,Anemoneae,Anemonoides,nemorosa,,,,NA,NA,observed,iNaturalist,NA,NA,NA,VAS,NA,NA, Anemonoides nemorosa,,NA,NA,NA,3,,950603,Anemonoides nemorosa,,accepted
4531,Angelica genuflexa,Nutt.,kneeling angelica,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,,Apiales,,NA,Apiaceae,Apioideae,native,S5 (2019,new 2020,NA,2024-06-26,Andrei Okunev,iNaturalist,https://www.inaturalist.org/observations/226515872,NA,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",LGL2020:29,NA,NA,75450,tracheophyta,NA,AHSBR,,,,,,Apioideae,Selineae,Angelica,genuflexa,,,,NA,NA,observed,UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,NA,NA,NA,VAS,NA,NA,Angelica genuflexa,,NA,NA,NA,2,,75450,Angelica genuflexa,,accepted
4532,Angelica lucida,L.,sea-watch,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,,Apiales,,NA,Apiaceae,Apioideae,native,S5 (2015),confirmed,NA,2024-08-16,Harry Hill,iNaturalist,https://www.inaturalist.org/observations/236162168,NA,2004-08-12,Nick Page,NPAGE2004:19,NA,NA,75453,tracheophyta,NA,AHSBR,,,,,,Apioideae,Selineae,Angelica,lucida,,,,NA,NA,observed,Effects of Fish Habitat Restoration Activities on Plant Communities in the Squamish River Estuary: Summary Report,NA,NA,NA,VAS,NA,NA,Angelica lucida,,NA,NA,NA,52,,75453,Angelica lucida,,accepted
4533,Anisocarpus madioides,Nutt.,woodland tarweed,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,,Asterales,,NA,Asteraceae,Asteroideae,native,S5 (2019),new 2018,NA,2024-10-06,Gavin Petersen,iNaturalist,https://www.inaturalist.org/observations/246049605,NA,2018-12-15,Ben Keen,https://www.inaturalist.org/observations/19035609,NA,NA,53137,tracheophyta,NA,AHSBR,,,,,,Asteroideae,Madieae,Anisocarpus,madioides,,,,NA,NA,observed,iNaturalist,NA,NA,NA,VAS,NA,NA, Anisocarpus madioides,,NA,NA,NA,23,,53137,Anisocarpus madioides,,accepted
4534,Antennaria alpina,(L.) Gaertn.,alpine pussytoes,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,,Asterales,,NA,Asteraceae,Asteroideae,native,S5 (2015),reported,NA,1966-08-01,B. Fraser,UBC,V158269,NA,1964-09-20,"Vladimir J. Krajina, R.C. Brooke",V108846,NA,NA,154163,tracheophyta,NA,AHSBR,,,,,,Asteroideae,Gnaphalieae,Antennaria,alpina,,,,NA,NA,unobserved,UBC,NA,NA,NA,VAS,NA,NA,Antennaria alpina,,NA,NA,NA,2,UBC:  Antennaria pallida,154163,Antennaria alpina,,accepted
4535,Antennaria howellii,Greeene,small pussytoes,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,,Asterales,,NA,Asteraceae,Asteroideae,native,S5 (2015),confirmed,NA,2018-05-10,tomdadom,iNaturalist,https://www.inaturalist.org/observations/12500789,NA,2015-05-10,hillanddale,https://www.inaturalist.org/observations/9535369,NA,NA,75471,tracheophyta,NA,AHSBR,,,,,,Asteroideae,Gnaphalieae,Antennaria,howellii,,,,NA,NA,observed,iNaturalist,NA,NA,NA,VAS,NA,NA,Antennaria howellii,,NA,NA,NA,3,,75463,Antennaria howellii,,accepted
4536,Antennaria media,Greene,dark pussytoes,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,,Asterales,,NA,Asteraceae,Asteroideae,native,S5 (2019),confirmed,NA,2024-08-29,stem57,iNaturalist,https://www.inaturalist.org/observations/240499437,NA,1951-08-01,M.R. Jackson,V47584,NA,NA,75466,tracheophyta,NA,AHSBR,,,,,,Asteroideae,Gnaphalieae,Antennaria,media,,,,NA,NA,observed,UBC,NA,NA,NA,VAS,NA,NA,Antennaria media,,NA,NA,NA,14,,75466,Antennaria media,,accepted
4537,Antennaria neglecta,Greene,field pussytoes,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,,Asterales,,NA,Asteraceae,Asteroideae,native,S4 (2018),reported,NA,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:32,NA,1986-05-29,William Merilees,V155110,NA,NA,127005,tracheophyta,NA,AHSBR,,,,,,Asteroideae,Gnaphalieae,Antennaria,neglecta,,,,NA,NA,unobserved,RBCM,NA,NA,NA,VAS,NA,NA,Antennaria neglecta,,NA,NA,NA,2,RBCM:  Squamish Evans Lake,127005,Antennaria neglecta,,accepted
4538,Antennaria rosea,Greene,rosy pussytoes,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,,Asterales,,NA,Asteraceae,Asteroideae,native,SNR (2015),confirmed,NA,2024-07-23,nicofret,iNaturalist,https://www.inaturalist.org/observations/231344004,NA,1913-08-03,H. Sampson,V190638,NA,NA,53096,tracheophyta,NA,AHSBR,,,,,,Asteroideae,Gnaphalieae,Antennaria,rosea,,,,NA,NA,observed,UBC,NA,NA,NA,VAS,NA,NA,Antennaria rosea,,NA,NA,NA,16,iNat: needs i.d.,53096,Antennaria rosea,,accepted
4539,Antennaria umbrinella,Rydb.,umber pussytoes,Plantae,Tracheophyta,Angiospermae,NA,Magnoliopsida,,,Asterales,,NA,Asteraceae,Asteroideae,native,S5 (2019),confirmed,NA,2023-08-01,phmstone,iNaturalist,https://www.inaturalist.org/observations/187100631,NA,1912-07-12,John Davidson,V44832,NA,NA,75471,tracheophyta,NA,AHSBR,,,,,,Asteroideae,Gnaphalieae,Antennaria,umbrinella,,,,NA,NA,observed,UBC,NA,NA,NA,VAS,NA,NA,Antennaria umbrinella,,NA,NA,NA,5,,75471,Antennaria umbrinella,,accepted
4540,Anthoxanthum hirtum,(Schrank) Y. Schouten & Veldkamp,northern sweetgrass,Plantae,Tracheophyta,Angiospermae,NA,Liliopsida,,,Poales,,NA,Poaceae,Pooidiae,native,S5 (2015),confirmed,NA,2024-05-02,aidenkrysciak87,iNaturalist,https://www.inaturalist.org/observations/213075863,NA,1997-05-18,Gerald B. Straley,V226206,NA,NA,204239,tracheophyta,NA,AHSBR,,,,,,Pooideae,Poeae,Anthoxanthum,hirtum,,,,NA,NA,observed,UBC,NA,NA,NA,VAS,NA,NA,Anthoxanthum hirtum,,NA,NA,NA,14,Gerald B. Straley reports syn. Anthoxanthum nitens (V226206),204239,Anthoxanthum hirtum,,accepted
